Manufacturer,Payment_Sum,Payment_Count,Payment_Mean,Year
Roche Products Limited,275062.99,417,659.62,2014
"Roche TCRC, Inc.",266477.63,84,3172.35,2014
Rochester Medical Corporation,27404.58,1359,20.17,2014
Rocky Mountain Cryotherapy LP,30100.0,45,668.89,2014
"Roho, Inc.",575.31,6,95.88,2014
"Romark Laboratories, LC",317832.11,5093,62.41,2014
"Rotation Medical, Inc.",50543.03,82,616.38,2014
"Roxane Laboratories, Inc.",467824.44,30,15594.15,2014
SANOFI PASTEUR INC.,258168.41,7,36881.2,2014
SANOFI US SERVICES INC.,4708993.15,910,5174.72,2014
SANOFI-AVENTIS U.S. LLC,17520944.51,171248,102.31,2014
SCS Boehringer Ingelheim Comm.V,2995.91,7,427.99,2014
SEFL Cryo Associates LLC,29205.08,50,584.1,2014
"SI-BONE, Inc.",1081928.31,4711,229.66,2014
SIGN Fracture Care International,9456.3,15,630.42,2014
"SMG Pharmaceuticals, LLC",383.8,3,127.93,2014
SNAP Diagnostics LLC,264286.85,3,88095.62,2014
"SONOCINE, INC.",30633.25,23,1331.88,2014
"SONOMA ORTHOPEDICS, INC.",89683.52,224,400.37,2014
SPACELABS HEALTHCARE INC,103505.96,22,4704.82,2014
"SPINECRAFT, LLC",2031521.76,31,65532.96,2014
SPS Medical Supply Corp.,2416.1,34,71.06,2014
"SRS Medical Systems, Inc.",890.0,11,80.91,2014
"SS White Burs, Inc.",262992.39,241,1091.25,2014
STAAR SURGICAL COMPANY,40033.74,444,90.17,2014
"STANDARD DIAGNOSTICS, INC.",13386.95,8,1673.37,2014
"STELLEN MEDICAL, LLC",1625.31,9,180.59,2014
STERIS Corporation,550847.69,104,5296.61,2014
SUN PHARMACEUTICAL INDUSTRIES LIMITED,11175.16,33,338.64,2014
SWAN VALLEY MEDICAL INCORPORATED,8400.0,1,8400.0,2014
"SYNCARDIA SYSTEMS, INC",134046.1,399,335.96,2014
Safco Dental Supply Co.,7595.82,57,133.26,2014
"Safe Orthopaedics, LLC",8723.61,43,202.87,2014
"SafeRay Spine, LLC",490.0,14,35.0,2014
"Safewire, LLC",1628.54,22,74.02,2014
"Sagent Pharmaceuticals, Inc.",3831.91,55,69.67,2014
"Salix Pharmaceuticals, Ltd",9848410.72,98115,100.38,2014
"Salvin Dental Specialties, Inc.",138224.48,2031,68.06,2014
"Samsung Electronics America, Inc.",258.25,3,86.08,2014
"Samsung Electronics Co., LTD.",1000.0,1,1000.0,2014
"San Francisco Surgical Services, LLC",83083.17,3,27694.39,2014
Sandoz Inc.,170440.33,4627,36.84,2014
Sanofi Pasteur Inc.,2212408.61,33551,65.94,2014
Sanofi US Services Inc.,1360.0,4,340.0,2014
Sauflon Pharmaceuticals Inc,5828.26,65,89.67,2014
Scanlan International Inc,128305.07,87,1474.77,2014
SciCan Inc,25397.04,31,819.26,2014
SeaPearl Inc,10905.4,69,158.05,2014
"SeaSpine, Inc.",1496863.99,147,10182.75,2014
"Seattle Genetics, Inc.",2143203.89,4902,437.21,2014
Sebela Pharmaceuticals Inc.,6909.26,330,20.94,2014
"Second Sight Medical Products, Inc.",78585.33,24,3274.39,2014
Sekisui Diagnostics LLC,3687.98,1,3687.98,2014
"Semler Scientific, Inc.",138757.6,10,13875.76,2014
Semprus Biosciences Corp.,17.0,1,17.0,2014
"Seneca Medical, Inc.",57983.16,45,1288.51,2014
Sensus Healthcare LLC,108704.09,116,937.1,2014
Septodont Inc.,159631.25,743,214.85,2014
"Sequent Medical, Inc.",34736.31,99,350.87,2014
"Sequoia Surgical Distributors, LLC",469200.0,3,156400.0,2014
"Shimadzu Precision Instruments, Inc.",20278.66,63,321.88,2014
Shionogi Inc,2093519.89,25876,80.91,2014
Shire North American Group Inc,4772116.25,77739,61.39,2014
Shofu Dental corp,157846.28,140,1127.47,2014
"Shoulder Options, Inc.",37916.33,5,7583.27,2014
"Siemens Hearing Instruments, Inc.",4579.65,104,44.04,2014
"Siemens Medical Solutions USA, Inc.",12079897.11,7769,1554.88,2014
"Sigma-Tau Pharmaceuticals, Inc.",513177.39,615,834.43,2014
"Silk Road Medical, Inc.",87525.0,7,12503.57,2014
"Silvergate Pharmaceuticals, Inc.",13057.2,22,593.51,2014
"Sintea Plustek, LLC",26872.52,5,5374.5,2014
Sirona Dental Systems Inc.,1144189.53,1357,843.18,2014
Sirtex Medical Inc,2221090.82,4827,460.14,2014
Skeletal Dynamics LLC,166087.37,570,291.38,2014
Skeletal Kinetics LLC,11765.52,54,217.88,2014
Skyline Medical Inc.,135573.56,4,33893.39,2014
Small Bone Innovations Inc.,840883.15,677,1242.07,2014
SmartHealth Inc,33204.0,497,66.81,2014
"Smith & Nephew, Inc.",42280654.99,69777,605.94,2014
"Smiths Medical ASD, Inc.",71955.7,57,1262.38,2014
"Snoasis Medical, LLC",13401.0,4,3350.25,2014
"Sobi, Inc",40702.41,641,63.5,2014
"SonaCare Medical, LLC",165210.35,174,949.48,2014
Sonendo Inc,713197.41,161,4429.8,2014
Sony Electronics Inc.,10501.0,10,1050.1,2014
"Sophono, Inc.",441.32,18,24.52,2014
"Sorin Crm Usa, Inc.",376605.54,1341,280.84,2014
Sorin Group USA Inc.,511413.85,2107,242.72,2014
"Sotera Wireless, Inc.",45090.82,70,644.15,2014
SouthTech Orthopedics,13350.1,69,193.48,2014
Southeast Cryotherapy LP,31400.0,12,2616.67,2014
"Southern Anesthesia & Surgical, Inc",5607.91,2,2803.96,2014
"Southern Surgical Solutions, LLC",385000.0,1,385000.0,2014
Southern Surgical Supply LLC,344437.89,3,114812.63,2014
Southtech Orthopedics,4101.5,6,683.58,2014
Specialty Surgical Instrumentation,384518.94,28,13732.82,2014
"Specialty Surgical Products, Inc.",139285.2,1,139285.2,2014
Spectrum Pharmaceuticals Inc.,367553.39,269,1366.37,2014
Spectrum Surgical Instruments Corp.,47689.27,48,993.53,2014
"Spinal Elements, Inc.",45740.15,59,775.26,2014
Spinal Modulation Inc.,259944.57,222,1170.92,2014
"Spine View, Inc.",28334.09,36,787.06,2014
"Spine Wave, Inc.",1033820.17,1462,707.13,2014
"SpineFrontier, Inc.",2091366.19,85,24604.31,2014
"SpineGuard, Inc.",174380.64,189,922.65,2014
"SpineSelect, LLC",107143.17,15,7142.88,2014
"SpineSmith Holdings, LLC",60160.67,114,527.73,2014
Spineart USA Inc,500413.12,243,2059.31,2014
Spineology Inc.,93444.36,357,261.75,2014
Spineworks LLC,6279.5,2,3139.75,2014
Spiracur Inc.,207623.44,777,267.21,2014
"Spiration, Inc.",400243.81,757,528.72,2014
Spirus Medical LLC,24064.42,8,3008.05,2014
"SportsTek Medical, Inc",7149.81,56,127.68,2014
Spring Bioscience Corporation,9076.0,4,2269.0,2014
"St. Jude Medical, Inc.",46345347.62,95072,487.48,2014
Stability Inc.,15026.03,41,366.49,2014
"Stanmore, Inc.",13268.41,30,442.28,2014
Steelhead Surgical Inc,1609.17,24,67.05,2014
Stelkast Inc.,70023.5,39,1795.47,2014
Stereotaxis Inc,107749.28,182,592.03,2014
"Sterilmed, Inc.",5613.72,12,467.81,2014
Strategic Dentistry LLC,436001.39,227,1920.71,2014
Straumann USA LLC,981607.02,12389,79.23,2014
"Streck, Inc.",43723.0,41,1066.41,2014
Stryker Corporation,73136540.46,85339,857.01,2014
"Sucampo Pharma Americas, LLC",84276.96,920,91.61,2014
"Sumitomo Dainippon Pharma Co., Ltd.",19136.69,81,236.26,2014
Summit Medical,58493.22,20,2924.66,2014
Summit Surgical Corp.,2560.8,20,128.04,2014
Sunovion Pharmaceuticals Inc.,17246987.23,161975,106.48,2014
"Sunquest Information Systems, Inc.",17360.48,28,620.02,2014
Sunshine Heart Inc,258052.67,122,2115.19,2014
"Sunstar Americas, Inc.",56334.19,183,307.84,2014
"Supernus Pharmaceuticals, Inc.",874031.72,30626,28.54,2014
"Supreme Orthopedic Systems, LLC",81745.12,347,235.58,2014
"Surefire Medical, Inc.",196023.62,144,1361.28,2014
"Surgi-Care, Inc.",54620.31,31,1761.95,2014
"SurgiQuest, Inc.",44796.09,641,69.88,2014
Swedish Orphan Biovitrum AB,85966.23,14,6140.45,2014
"SynCardia Systems, Inc",5000.0,1,5000.0,2014
Synapse Biomedical Inc,258583.1,69,3747.58,2014
"Synergetics USA, Inc",593698.0,231,2570.12,2014
"Synergeyes, Inc.",131726.1,1031,127.77,2014
Synergy Integrated Medical Solutions LLC,9000.0,1,9000.0,2014
Synergy Medical Systems LLC,211.76,11,19.25,2014
Synthes USA Products LLC,5556.45,96,57.88,2014
"Sysmex America, Inc.",103718.93,295,351.59,2014
Sysmex Inostics Inc,82926.56,155,535.01,2014
TEI Biosciences Inc,335275.66,2541,131.95,2014
TEI Medical Inc.,291215.12,4646,62.68,2014
"TOLMAR Pharmaceuticals, Inc.",48513.01,2379,20.39,2014
"TOLMAR, INC.",15029.13,9,1669.9,2014
TOPCON CORPORATION,111993.08,23,4869.26,2014
"TOPCON MEDICAL SYSTEMS, INC.",170212.13,47,3621.53,2014
TOSHIBA MEDICAL RESEARCH INSTITUTE USA INC.,7290.0,8,911.25,2014
"TRUMPF MEDICAL SYSTEMS, INC.",40784.84,34,1199.55,2014
Tactile Systems Technology Inc,197911.67,1239,159.74,2014
"Takeda California, Inc.",51807.6,10,5180.76,2014
"Takeda Development Center Americas, Inc.",1060091.26,166,6386.09,2014
"Takeda Pharmaceutical Company, Limited",130547.22,73,1788.32,2014
"Takeda Pharmaceuticals America, Inc.",25101699.67,292285,85.88,2014
"Takeda Pharmaceuticals International, Inc.",1734882.91,873,1987.27,2014
Takeda Pharmaceuticals Puerto Rico LLC,12172.67,800,15.22,2014
"Takeda Pharmaceuticals U.S.A., Inc.",5457842.73,18539,294.4,2014
"Takeda Vaccines, Inc.",284975.0,58,4913.36,2014
"Tandem Diabetes Care, Inc.",948702.03,2672,355.05,2014
"Taro Pharmaceuticals USA, Inc.",568391.55,6559,86.66,2014
Team 1 Orthopaedics Inc,8279.87,36,230.0,2014
Team_Makena_LLC,22873.42,416,54.98,2014
TearLab Corp,63004.37,1525,41.31,2014
"Teikoku Pharma USA, Inc.",31400.0,2,15700.0,2014
Teleflex Incorporated,193876.42,26,7456.79,2014
Teleflex Medical Incorporated,1411428.84,1610,876.66,2014
"Teleflex Medical Trading (Shanghai) Co., Ltd.",3282.95,5,656.59,2014
"Tem Systems, Inc.",71992.22,255,282.32,2014
Tenex Health Inc.,208314.73,1364,152.72,2014
"Terumo BCT, Inc.",304309.79,517,588.61,2014
Terumo Cardiovascular Systems Corporation,218522.99,844,258.91,2014
Terumo Medical Corporation,921228.4,3709,248.38,2014
"Teva Pharmaceuticals USA, Inc.",27077008.01,178498,151.69,2014
The Atlanta Dental Supply Co.,2673.95,37,72.27,2014
The Binding Site Inc.,441.25,17,25.96,2014
The Burkhart Dental Supply Company,2500.69,20,125.03,2014
"The Cameron-Ehlen Group, Inc.",50260.75,323,155.61,2014
The Institute of Musculoskeletal Science and Education,563212.06,69,8162.49,2014
The Medicines Company,1330248.65,11329,117.42,2014
The Progressive Orthopaedics Company,1081032.0,22,49137.82,2014
The Res. Rep. Office of Ferring Pharmaceuticals Ltd. in HCMC,5221.32,7,745.9,2014
The Spectranetics Corporation,3407514.57,9112,373.96,2014
The Walman Optical Company,36759.03,119,308.9,2014
"Theken Spine, LLC",2498.62,35,71.39,2014
Theragenics Corporation,110531.09,19,5817.43,2014
"Therakos, Inc.",100962.71,73,1383.05,2014
Theratechnologies Inc.,11519.14,113,101.94,2014
Theravance Biopharma Inc.,1336005.99,1996,669.34,2014
Thermo Fisher Scientific Asheville LLC,38708.62,40,967.72,2014
"Think Surgical, Inc.",196978.84,28,7034.96,2014
Thoratec Corporation,2680340.67,14022,191.15,2014
Thoratec Europe Limited,52384.62,23,2277.59,2014
"ThromboGenics, Inc.",1290131.44,894,1443.1,2014
"TissueTech, Inc.",377899.52,1864,202.74,2014
"Titan Spine, LLC",343626.38,172,1997.83,2014
Tokuyama Dental America Inc.,59835.0,121,494.5,2014
TomoTherapy Incorporated,33000.0,5,6600.0,2014
"Topera, Inc.",92663837.51,234,395999.31,2014
"Torax Medical, Inc.",739998.57,1157,639.58,2014
Toray International America Inc.,487.01,5,97.4,2014
"Tornier, Inc.",5466971.47,4039,1353.55,2014
"Toshiba America Medical Systems, Inc.",327399.16,931,351.66,2014
Toshiba Medical Systems Corporation,7279.0,4,1819.75,2014
"Tosoh Bioscience, Inc.",175764.18,379,463.76,2014
"Total Joint Orthopedics, Inc.",29740.02,85,349.88,2014
"Transcend Medical, Inc.",269984.16,61,4425.97,2014
"Transenterix, Inc.",77343.9,137,564.55,2014
Transonic Systems Inc.,174325.75,6,29054.29,2014
Tri-State Cryosurgical Partnerships LP,350776.83,457,767.56,2014
TriReme Medical LLC,23741.54,354,67.07,2014
"TriVascular, Inc.",990573.49,4325,229.03,2014
"Trice Medical, Inc.",157.14,9,17.46,2014
"Trifective Medical, LLC",6180.83,65,95.09,2014
Trilliant Surgical Ltd.,105920.7,271,390.85,2014
"Tru-Form Optics, Inc",1500.0,1,1500.0,2014
"Trumpf Medical Systems, Inc.",9415.29,5,1883.06,2014
Tulsa Dental Products LLC,6651750.07,10471,635.25,2014
"Turn-Key Medical, Inc.",2477.75,17,145.75,2014
UCB Biosciences Inc.,94436.32,114,828.39,2014
UCB GmBH,15301.25,10,1530.12,2014
UCB SA,384440.83,290,1325.66,2014
"UCB, Inc.",4712782.42,65185,72.3,2014
"UHS Surgical Services, Inc.",9515.29,230,41.37,2014
"UOC USA, Inc.",83349.21,33,2525.73,2014
US Endoscopy,1348229.35,486,2774.13,2014
"US Implant Solutions, LLC",3480.88,19,183.2,2014
US Medical Innovations LLC,814.87,4,203.72,2014
"US WorldMeds, LLC",2168364.25,7840,276.58,2014
Ultradent Products Inc,1822985.41,5357,340.3,2014
United Therapeutics Corporation,2484110.08,7171,346.41,2014
"Universal Hospital Services, Inc.",19035.39,18,1057.52,2014
Universal Instrumentation LLC,244122.86,18,13562.38,2014
"Universal Medical, Inc.",49954.0,3,16651.33,2014
Unix Japan Group Inc,2753.37,2,1376.68,2014
Upsher-Smith Laboratories Inc.,1439124.54,6823,210.92,2014
UroGPO LLC,51534.1,48,1073.63,2014
"Urologix, Inc.",30963.97,1213,25.53,2014
"Uroplasty, Inc.",618478.81,5157,119.93,2014
VERTEX PHARMACEUTICALS INCORPORATED,76788.74,21,3656.61,2014
VIEWRAY INC,313530.92,86,3645.71,2014
"VISAGE IMAGING, INC",78.17,1,78.17,2014
VISIONARY OPTICS LLC,50599.0,32,1581.22,2014
"VIVUS, Inc.",1271979.63,17668,71.99,2014
VOCO America Inc.,326470.79,2368,137.87,2014
Valeant Pharmaceuticals North America LLC,6158033.32,31658,194.52,2014
"Valeritas, Inc.",190993.28,8613,22.18,2014
Validus Pharmaceuticals LLC,122623.41,2118,57.9,2014
Vanda Pharmaceuticals Inc.,28477.93,228,124.9,2014
Vapotherm Inc,59615.94,105,567.77,2014
"Varian Medical Systems, Inc.",780240.89,1865,418.36,2014
"Vasamed, Inc",14671.44,71,206.64,2014
Vasc-Alert LLC,246155.78,2,123077.89,2014
"Vascular Dynamics, Inc.",6344.49,15,422.97,2014
Vascular Flow Technologies Ltd,24158.6,138,175.06,2014
"Vascular Insights, LLC",86441.49,231,374.21,2014
"Vascular Solutions, Inc.",328711.56,2017,162.97,2014
"Vatech America, Inc.",126084.1,48,2626.75,2014
"Vector Surgical, LLC",6968.78,53,131.49,2014
"Veniti, Inc.",76376.96,38,2009.92,2014
"Ventana Medical Systems, Inc.",949347.41,1004,945.57,2014
"Veran Medical Technologies, Inc.",155605.26,299,520.42,2014
Verathon Inc.,9201.58,76,121.07,2014
"Vermillion, Inc.",118265.37,1803,65.59,2014
"Vertebral Technologies, Inc.",64190.9,128,501.49,2014
Vertex Pharmaceuticals Incorporated,2786775.86,1967,1416.76,2014
"Vertical Pharmaceuticals, LLC",519000.55,5293,98.05,2014
"Vertiflex, Inc.",300637.21,557,539.74,2014
"Vertos Medical, Inc.",13636.14,17,802.13,2014
Vidacare Corporation,101972.98,46,2216.8,2014
Vifor (International) Ltd.,114982.48,55,2090.59,2014
ViiV Healthcare Company,2548039.73,17941,142.02,2014
"Vilex in Tennessee, Inc.",163734.1,88,1860.61,2014
Vioptix Inc,18820.22,152,123.82,2014
"Viracor-IBT Laboratories, Inc.",4164.16,5,832.83,2014
Virginia Blood Services,23027.9,16,1439.24,2014
Vision Quest Industries Inc.,141418.82,414,341.59,2014
"VisionCare Ophthalmic Technologies, Inc.",266426.39,531,501.74,2014
"VisionScope Technologies, LLC",95958.84,36,2665.52,2014
"Vista Orthopedics, LLC",81000.0,2,40500.0,2014
"Visualase, Inc.",151679.74,809,187.49,2014
"VitaHEAT Medical, LLC",550.47,3,183.49,2014
"Vital Art and Science, LLC",3165.26,2,1582.63,2014
"Vital Images, Inc.",105508.02,161,655.33,2014
Vitaphone_USA_Corporation,7053.41,191,36.93,2014
Vitrolife Inc.,3731.49,25,149.26,2014
"Vivex Biomedical, Inc.",330517.86,76,4348.92,2014
Volcano Corporation,1818371.62,4933,368.61,2014
Volk Optical Inc,17697.75,9,1966.42,2014
Volpara Solutions Ltd,724.73,16,45.3,2014
"W. L. Gore & Associates, Inc.",6362183.94,28112,226.32,2014
"W.O.M. WORLD OF MEDICINE USA, Inc.",6610.79,3,2203.6,2014
WARDLOW ENTERPRISES,28210.83,91,310.01,2014
"WBC Group, LLC",351.0,8,43.88,2014
"WRIGHT MEDICAL TECHNOLOGY, INC.",8754385.64,14474,604.84,2014
"Wako Life Sciences, Inc.",53334.34,62,860.23,2014
"Wavetec Vision Systems, Inc.",339649.48,30,11321.65,2014
Welch Allyn,303601.0,11,27600.09,2014
"Wenzel Spine, Inc.",2419.68,27,89.62,2014
Werfen USA LLC,17495.06,35,499.86,2014
West Coast Cryotherapy LP,120425.23,219,549.89,2014
Whip Mix Corporation,1000.0,2,500.0,2014
Wockhardt USA LLC,43749.03,2669,16.39,2014
"Wolfe Tory Medical, Inc.",8223.63,6,1370.61,2014
"Wound Care Technologies, Inc.",12054.63,73,165.13,2014
"Wright Therapy Products, Inc.",67304.67,119,565.59,2014
Wyeth Pharmaceuticals Inc,998.62,2,499.31,2014
"X-spine Systems, Inc.",240302.52,299,803.69,2014
XenoPort Inc.,653519.24,7196,90.82,2014
"Xhale, Inc.",1075.0,1,1075.0,2014
Xlumena,35154.75,38,925.12,2014
Xoran Technologies,131.57,1,131.57,2014
"Young Dental Manufacturing I, LLC",39164.87,66,593.41,2014
Young OS LLC,193274.0,17,11369.06,2014
"Young's Valley Contax, Inc.",30224.2,74,408.44,2014
"ZILA, INC.",87613.38,48,1825.28,2014
ZOLL Circulation Inc,944321.07,189,4996.41,2014
ZOLL Medical Corporation,570675.87,421,1355.52,2014
ZOLL Services LLC (A/K/A ZOLL LifeCor Corp),1781946.77,42313,42.11,2014
"Ziehm Imaging, Inc.",8360.0,23,363.48,2014
Ziemer USA,15889.72,17,934.69,2014
"Zimmer Biomet Holdings, Inc.",109186.17,57,1915.55,2014
Zimmer Holding Inc,50806611.78,35700,1423.15,2014
Zogenix Inc.,818939.86,12297,66.6,2014
Zyga Technology Inc,207698.3,216,961.57,2014
b2d Marketing,1634.99,41,39.88,2014
bioMerieux,264097.98,194,1361.33,2014
"diaDexus, Inc.",193168.87,2727,70.84,2014
"eCardio Diagnostics, LLC",128512.26,62,2072.78,2014
"iCAD, Inc",324363.87,301,1077.62,2014
"iRhythm Technologies, Inc.",241337.43,138,1748.82,2014
iScreen Vision Inc.,758.39,12,63.2,2014
integrated dental systems,27402.03,240,114.18,2014
"nContact Surgical, Inc",377896.42,886,426.52,2014
optos plc,224573.9,84,2673.5,2014
"rEVO Biologics, Inc.",20827.0,74,281.45,2014
sanofi-aventis U.S. LLC,529087.05,455,1162.83,2014
NA,0.0,0,,2014
"180 Medical, Inc.",24248.39,1322,18.34,2015
3D Systems,359103.59,33,10881.93,2015
3M Company,1078514.83,6947,155.25,2015
"4WEB, Inc.",61869.9,99,624.95,2015
"A-dec, Inc.",1413292.59,8768,161.19,2015
ABB Con-Cise Optical Group LLC,181437.74,4950,36.65,2015
ABIOMED,3238338.32,12614,256.73,2015
"ACE Surgical Supply Co., Inc.",18362.47,121,151.76,2015
"ACELL, INC.",102918.42,222,463.6,2015
"ACIST MEDICAL SYSTEMS, INC.",73243.7,18,4069.09,2015
ACUMED LLC,3519975.13,1729,2035.84,2015
"ACell, Inc.",2421815.78,5371,450.91,2015
"ADVANCED RESPIRATORY, INC",262.77,24,10.95,2015
"AKRIMAX PHARMACEUTICALS, LLC",93200.13,1883,49.5,2015
"ALERE HOME MONITORING, INC.",105500.0,15,7033.33,2015
"ALERE NORTH AMERICA, LLC",11340.79,65,174.47,2015
"ALK-Abello, Inc",82924.53,191,434.16,2015
"AMAG Pharmaceuticals, Inc.",465957.49,6555,71.08,2015
AMD GROUP LLC,85790.16,63,1361.75,2015
AMERICAN MEDICAL TECHNOLOGY INC,2085.88,12,173.82,2015
APO-PHARMA INC.,83750.47,151,554.64,2015
"APO-PHARMA USA, INC.",35414.29,111,319.05,2015
APOLLO ENDOSURGERY INC,906389.64,2864,316.48,2015
APPLIED MEDICAL TECHNOLOGY INC,461421.58,152,3035.67,2015
"ARGON MEDICAL DEVICES, INC.",26872.89,820,32.77,2015
"ARIAD Pharmaceuticals, Inc.",986178.33,2280,432.53,2015
"ARKRAY USA, Inc.",13519.98,3,4506.66,2015
"ASAHI INTECC CO., LTD.",14843.73,9,1649.3,2015
"ASAHI INTECC USA, INC.",5872.38,17,345.43,2015
"ASCEND Therapeutics US, LLC",152911.91,6646,23.01,2015
"ASD Specialty Healthcare, Inc.",2404.54,35,68.7,2015
"ASPEN SURGICAL PRODUCTS, INC.",464.52,3,154.84,2015
AXOGEN,751803.08,2577,291.74,2015
"Aastrom Biosciences, Inc",190096.69,885,214.8,2015
"AbbVie, Inc.",39861796.8,305401,130.52,2015
Abbott Laboratories,15907266.26,55864,284.75,2015
Abeon Medical Corporation,25805.63,2,12902.82,2015
"Ablative Solutions, Inc.",190909.0,9,21212.11,2015
"Abraxis BioScience, LLC",4750.0,3,1583.33,2015
"Access Closure, Inc",67184.49,729,92.16,2015
"Acclarent, Inc",999157.19,8869,112.66,2015
Accuray Incorporated,112785.02,248,454.78,2015
"Acist Medical Systems, Inc.",55560.0,771,72.06,2015
"Acorda Therapeutics, Inc",2490572.78,9850,252.85,2015
Actavis Pharma Inc,14864666.08,387377,38.37,2015
"Actelion Clinical Research, Inc.",228674.8,213,1073.59,2015
"Actelion Pharmaceuticals US, Inc.",4261607.74,24279,175.53,2015
"Actelion Pharmaceuticals, Ltd",766130.76,1744,439.3,2015
Acteon Inc,27240.02,269,101.26,2015
"Active Medical, LLC",19217.44,108,177.94,2015
"Actuated Medical, Inc.",1370.89,1,1370.89,2015
Acumed LLC,1429.96,24,59.58,2015
"Acute Innovations, LLC",151730.29,189,802.81,2015
Adamis Pharmaceuticals Corporation,14903.76,17,876.69,2015
Admedus Corporation,82243.91,37,2222.81,2015
Adnexus Therapeutics,1182.0,3,394.0,2015
AdvanDx Inc.,5201.19,13,400.09,2015
"Advanced Bionics, LLC",871799.41,481,1812.47,2015
Advanced Circulatory Systems Inc.,5855723.62,87,67307.17,2015
"Advanced Critical Devices, Inc.",33.08,2,16.54,2015
