Physician_Spec,Payment_Sum,Payment_Count,Payment_Mean,Year
Podiatric Medicine & Surgery Service Providers|Podiatrist|Foot Surgery,480377.11,5730,83.84,2014
Podiatric Medicine & Surgery Service Providers|Podiatrist|General Practice,3953.36,83,47.63,2014
Podiatric Medicine & Surgery Service Providers|Podiatrist|Primary Podiatric Medicine,734445.37,2488,295.2,2014
Podiatric Medicine & Surgery Service Providers|Podiatrist|Public Medicine,3238.91,46,70.41,2014
Podiatric Medicine & Surgery Service Providers|Podiatrist|Radiology,1344.47,35,38.41,2014
Podiatric Medicine & Surgery Service Providers|Podiatrist|Sports Medicine,90193.79,263,342.94,2014
"Residential Treatment Facilities|Community Based Residential Treatment Facility, Mental Illness",760.77,30,25.36,2014
Residential Treatment Facilities|Psychiatric Residential Treatment Facility,26.85,1,26.85,2014
"Residential Treatment Facilities|Residential Treatment Facility, Mental Retardation and/or Developmental Disabilities",155.03,11,14.09,2014
Residential Treatment Facilities|Substance Abuse Rehabilitation Facility,132.18,8,16.52,2014
"Respiratory, Developmental, Rehabilitative and Restorative Service Providers|Massage Therapist",68.35,5,13.67,2014
"Respiratory, Developmental, Rehabilitative and Restorative Service Providers|Occupational Therapist",25619.6,31,826.44,2014
"Respiratory, Developmental, Rehabilitative and Restorative Service Providers|Occupational Therapist|Hand",107409.2,70,1534.42,2014
"Respiratory, Developmental, Rehabilitative and Restorative Service Providers|Occupational Therapist|Mental Health",120.36,1,120.36,2014
"Respiratory, Developmental, Rehabilitative and Restorative Service Providers|Occupational Therapist|Pediatrics",388.85,2,194.42,2014
"Respiratory, Developmental, Rehabilitative and Restorative Service Providers|Occupational Therapy Assistant",2000.0,1,2000.0,2014
"Respiratory, Developmental, Rehabilitative and Restorative Service Providers|Orthotic Fitter",139.03,5,27.81,2014
"Respiratory, Developmental, Rehabilitative and Restorative Service Providers|Physical Therapist",2991.58,35,85.47,2014
"Respiratory, Developmental, Rehabilitative and Restorative Service Providers|Physical Therapist|Electrophysiology, Clinical",17363.33,180,96.46,2014
"Respiratory, Developmental, Rehabilitative and Restorative Service Providers|Physical Therapist|Neurology",529.89,12,44.16,2014
"Respiratory, Developmental, Rehabilitative and Restorative Service Providers|Physical Therapist|Orthopedic",119.69,4,29.92,2014
"Respiratory, Developmental, Rehabilitative and Restorative Service Providers|Physical Therapist|Pediatrics",344.9,15,22.99,2014
"Respiratory, Developmental, Rehabilitative and Restorative Service Providers|Physical Therapist|Sports",120.65,6,20.11,2014
"Respiratory, Developmental, Rehabilitative and Restorative Service Providers|Physical Therapy Assistant",61.22,5,12.24,2014
"Respiratory, Developmental, Rehabilitative and Restorative Service Providers|Pulmonary Function Technologist",4206.9,18,233.72,2014
"Respiratory, Developmental, Rehabilitative and Restorative Service Providers|Rehabilitation Counselor",91.72,1,91.72,2014
"Respiratory, Developmental, Rehabilitative and Restorative Service Providers|Rehabilitation Practitioner",46333.92,605,76.58,2014
"Respiratory, Developmental, Rehabilitative and Restorative Service Providers|Respiratory Therapist, Certified",8261.23,26,317.74,2014
"Respiratory, Developmental, Rehabilitative and Restorative Service Providers|Respiratory Therapist, Certified|Critical Care",3008.57,191,15.75,2014
"Respiratory, Developmental, Rehabilitative and Restorative Service Providers|Respiratory Therapist, Certified|General Care",199.48,11,18.13,2014
"Respiratory, Developmental, Rehabilitative and Restorative Service Providers|Respiratory Therapist, Certified|Home Health",33.16,1,33.16,2014
"Respiratory, Developmental, Rehabilitative and Restorative Service Providers|Respiratory Therapist, Certified|Pulmonary Diagnostics",28.29,2,14.14,2014
"Respiratory, Developmental, Rehabilitative and Restorative Service Providers|Respiratory Therapist, Registered|Pulmonary Diagnostics",183.32,8,22.92,2014
"Respiratory, Developmental, Rehabilitative and Restorative Service Providers|Specialist/Technologist",2095.22,26,80.59,2014
"Respiratory, Developmental, Rehabilitative and Restorative Service Providers|Specialist/Technologist|Athletic Trainer",332.38,8,41.55,2014
"Respiratory, Developmental, Rehabilitative and Restorative Service Providers|Specialist/Technologist|Rehabilitation, Blind",25.31,2,12.66,2014
"Speech, Language and Hearing Service Providers|Audiologist",293.9,4,73.47,2014
"Speech, Language and Hearing Service Providers|Hearing Instrument Specialist",870.49,11,79.14,2014
"Speech, Language and Hearing Service Providers|Specialist/Technologist",5791.05,28,206.82,2014
"Speech, Language and Hearing Service Providers|Specialist/Technologist|Speech-Language Assistant",7.27,1,7.27,2014
"Speech, Language and Hearing Service Providers|Speech-Language Pathologist",569.33,9,63.26,2014
"Student, Health Care|Student in an Organized Health Care Education/Training Program",4803666.76,33908,141.67,2014
Suppliers|Durable Medical Equipment & Medical Supplies|Customized Equipment,1521.04,65,23.4,2014
"Suppliers|Eyewear Supplier (Equipment, not the service)",4196.09,74,56.7,2014
Suppliers|Non-Pharmacy Dispensing Site,186.84,13,14.37,2014
Suppliers|Pharmacy,14.93,1,14.93,2014
Suppliers|Pharmacy|Clinic Pharmacy,101.08,1,101.08,2014
Suppliers|Prosthetic/Orthotic Supplier,167.37,4,41.84,2014
"Technologists, Technicians & Other Technical Service Providers/ Specialist/Technologist, Other/ Surgical",10390.31,18,577.24,2014
"Technologists, Technicians & Other Technical Service Providers|Pathology",23.19,2,11.6,2014
"Technologists, Technicians & Other Technical Service Providers|Radiologic Technologist",3177.03,17,186.88,2014
"Technologists, Technicians & Other Technical Service Providers|Radiologic Technologist|Bone Densitometry",110.16,3,36.72,2014
"Technologists, Technicians & Other Technical Service Providers|Radiologic Technologist|Cardiovascular-Interventional Technology",78.09,5,15.62,2014
"Technologists, Technicians & Other Technical Service Providers|Radiologic Technologist|Magnetic Resonance Imaging",9805.49,19,516.08,2014
"Technologists, Technicians & Other Technical Service Providers|Radiologic Technologist|Radiation Therapy",516.41,26,19.86,2014
"Technologists, Technicians & Other Technical Service Providers|Radiologic Technologist|Radiography",12.77,1,12.77,2014
"Technologists, Technicians & Other Technical Service Providers|Radiologic Technologist|Sonography",208.72,5,41.74,2014
"Technologists, Technicians & Other Technical Service Providers|Radiologic Technologist|Vascular-Interventional Technology",461.47,14,32.96,2014
"Technologists, Technicians & Other Technical Service Providers|Spec/Tech, Cardiovascular",4018.73,58,69.29,2014
"Technologists, Technicians & Other Technical Service Providers|Spec/Tech, Cardiovascular|Cardiovascular Invasive Specialist",7201.87,138,52.19,2014
"Technologists, Technicians & Other Technical Service Providers|Spec/Tech, Cardiovascular|Sonography",12.43,1,12.43,2014
"Technologists, Technicians & Other Technical Service Providers|Spec/Tech, Cardiovascular|Vascular Specialist",680819.29,1032,659.71,2014
"Technologists, Technicians & Other Technical Service Providers|Spec/Tech, Pathology",450.68,14,32.19,2014
"Technologists, Technicians & Other Technical Service Providers|Spec/Tech, Pathology|Hematology",23186.88,67,346.07,2014
"Technologists, Technicians & Other Technical Service Providers|Spec/Tech, Pathology|Immunology",56512.65,53,1066.28,2014
"Technologists, Technicians & Other Technical Service Providers|Spec/Tech, Pathology|Medical Technologist",10802.92,147,73.49,2014
"Technologists, Technicians & Other Technical Service Providers|Specialist/Technologist, Other",18.23,1,18.23,2014
"Technologists, Technicians & Other Technical Service Providers|Specialist/Technologist, Other|Electroneurodiagnostic",112.15,5,22.43,2014
"Technologists, Technicians & Other Technical Service Providers|Specialist/Technologist, Other|Nephrology",193.92,6,32.32,2014
"Technologists, Technicians & Other Technical Service Providers|Specialist/Technologist, Other|Surgical Assistant",218.06,3,72.69,2014
"Technologists, Technicians & Other Technical Service Providers|Technician, Cardiology",532.49,15,35.5,2014
"Technologists, Technicians & Other Technical Service Providers|Technician, Pathology|Phlebotomy",19.19,1,19.19,2014
Transportation Services|Ambulance,10.7,1,10.7,2014
NA,590324116.67,82673,7140.47,2014
Agencies|Case Management,313.1,7,44.73,2015
Agencies|Community/Behavioral Health,7914.75,92,86.03,2015
Agencies|Public Health or Welfare,57108.54,113,505.39,2015
Agencies|Voluntary or Charitable,195.78,4,48.94,2015
Allopathic & Osteopathic Physicians|Allergy & Immunology,10175832.27,66631,152.72,2015
Allopathic & Osteopathic Physicians|Allergy & Immunology|Allergy,2962375.37,20876,141.9,2015
Allopathic & Osteopathic Physicians|Allergy & Immunology|Clinical & Laboratory Immunology,364944.51,1577,231.42,2015
Allopathic & Osteopathic Physicians|Anesthesiology,20004790.05,98422,203.26,2015
Allopathic & Osteopathic Physicians|Anesthesiology|Addiction Medicine,17257.73,144,119.85,2015
Allopathic & Osteopathic Physicians|Anesthesiology|Critical Care Medicine,641771.31,1384,463.71,2015
Allopathic & Osteopathic Physicians|Anesthesiology|Hospice and Palliative Medicine,1454.5,38,38.28,2015
Allopathic & Osteopathic Physicians|Anesthesiology|Pain Medicine,9425852.23,72240,130.48,2015
Allopathic & Osteopathic Physicians|Anesthesiology|Pediatric Anesthesiology,365923.43,605,604.83,2015
Allopathic & Osteopathic Physicians|Clinical Pharmacology,713601.59,481,1483.58,2015
Allopathic & Osteopathic Physicians|Colon & Rectal Surgery,5077238.09,17691,287.0,2015
Allopathic & Osteopathic Physicians|Dermatology,36998104.21,259783,142.42,2015
Allopathic & Osteopathic Physicians|Dermatology|Clinical & Laboratory Dermatological Immunology,94043.31,1334,70.5,2015
Allopathic & Osteopathic Physicians|Dermatology|Dermatopathology,513727.52,5882,87.34,2015
Allopathic & Osteopathic Physicians|Dermatology|MOHS-Micrographic Surgery,1945255.36,11661,166.82,2015
Allopathic & Osteopathic Physicians|Dermatology|Pediatric Dermatology,680435.33,2885,235.85,2015
Allopathic & Osteopathic Physicians|Dermatology|Procedural Dermatology,2016494.28,15511,130.0,2015
Allopathic & Osteopathic Physicians|Electrodiagnostic Medicine,8029.4,152,52.82,2015
Allopathic & Osteopathic Physicians|Emergency Medicine,11918958.9,52387,227.52,2015
Allopathic & Osteopathic Physicians|Emergency Medicine|Emergency Medical Services,587526.15,3235,181.62,2015
Allopathic & Osteopathic Physicians|Emergency Medicine|Hospice and Palliative Medicine,2208.31,51,43.3,2015
Allopathic & Osteopathic Physicians|Emergency Medicine|Medical Toxicology,210514.12,108,1949.2,2015
Allopathic & Osteopathic Physicians|Emergency Medicine|Pediatric Emergency Medicine,46491.94,357,130.23,2015
Allopathic & Osteopathic Physicians|Emergency Medicine|Sports Medicine,143295.59,538,266.35,2015
Allopathic & Osteopathic Physicians|Emergency Medicine|Undersea and Hyperbaric Medicine,238730.96,745,320.44,2015
Allopathic & Osteopathic Physicians|Family Medicine,52353263.46,2016371,25.96,2015
Allopathic & Osteopathic Physicians|Family Medicine|Addiction Medicine,259244.81,2154,120.36,2015
Allopathic & Osteopathic Physicians|Family Medicine|Adolescent Medicine,144789.56,1673,86.54,2015
Allopathic & Osteopathic Physicians|Family Medicine|Adult Medicine,1097959.89,16052,68.4,2015
Allopathic & Osteopathic Physicians|Family Medicine|Geriatric Medicine,886067.61,13578,65.26,2015
Allopathic & Osteopathic Physicians|Family Medicine|Hospice and Palliative Medicine,95420.59,683,139.71,2015
Allopathic & Osteopathic Physicians|Family Medicine|Obesity Medicine,34152.69,304,112.34,2015
Allopathic & Osteopathic Physicians|Family Medicine|Sleep Medicine,126111.78,926,136.19,2015
Allopathic & Osteopathic Physicians|Family Medicine|Sports Medicine,745454.1,13250,56.26,2015
Allopathic & Osteopathic Physicians|General Practice,25731930.56,111377,231.03,2015
Allopathic & Osteopathic Physicians|Hospitalist,1714129.14,22156,77.37,2015
Allopathic & Osteopathic Physicians|Independent Medical Examiner,11070.13,104,106.44,2015
Allopathic & Osteopathic Physicians|Internal Medicine,115627011.29,1882905,61.41,2015
Allopathic & Osteopathic Physicians|Internal Medicine|Addiction Medicine,598216.8,2222,269.22,2015
Allopathic & Osteopathic Physicians|Internal Medicine|Adolescent Medicine,281854.78,5693,49.51,2015
Allopathic & Osteopathic Physicians|Internal Medicine|Advanced Heart Failure and Transplant Cardiology,26991.5,39,692.09,2015
Allopathic & Osteopathic Physicians|Internal Medicine|Allergy & Immunology,1366407.26,5855,233.37,2015
Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease,111789606.76,705023,158.56,2015
Allopathic & Osteopathic Physicians|Internal Medicine|Clinical & Laboratory Immunology,24495.93,175,139.98,2015
Allopathic & Osteopathic Physicians|Internal Medicine|Clinical Cardiac Electrophysiology,31457387.21,95533,329.28,2015
Allopathic & Osteopathic Physicians|Internal Medicine|Critical Care Medicine,5100866.89,34317,148.64,2015
"Allopathic & Osteopathic Physicians|Internal Medicine|Endocrinology, Diabetes & Metabolism",82968170.36,336358,246.67,2015
Allopathic & Osteopathic Physicians|Internal Medicine|Gastroenterology,52144562.34,353650,147.45,2015
Allopathic & Osteopathic Physicians|Internal Medicine|Geriatric Medicine,2236740.55,32927,67.93,2015
Allopathic & Osteopathic Physicians|Internal Medicine|Hematology,6339737.37,16376,387.14,2015
Allopathic & Osteopathic Physicians|Internal Medicine|Hematology & Oncology,49729174.45,281489,176.66,2015
Allopathic & Osteopathic Physicians|Internal Medicine|Hepatology,3736166.48,6413,582.59,2015
Allopathic & Osteopathic Physicians|Internal Medicine|Hospice and Palliative Medicine,121868.21,1346,90.54,2015
Allopathic & Osteopathic Physicians|Internal Medicine|Hypertension Specialist,456703.14,468,975.86,2015
Allopathic & Osteopathic Physicians|Internal Medicine|Infectious Disease,23690221.82,93518,253.32,2015
Allopathic & Osteopathic Physicians|Internal Medicine|Interventional Cardiology,32297115.19,162972,198.18,2015
Allopathic & Osteopathic Physicians|Internal Medicine|Magnetic Resonance Imaging (MRI),53938.35,131,411.74,2015
Allopathic & Osteopathic Physicians|Internal Medicine|Medical Oncology,23749787.89,70615,336.33,2015
Allopathic & Osteopathic Physicians|Internal Medicine|Nephrology,14664076.92,74673,196.38,2015
Allopathic & Osteopathic Physicians|Internal Medicine|Obesity Medicine,25347.96,307,82.57,2015
Allopathic & Osteopathic Physicians|Internal Medicine|Pulmonary Disease,37636860.1,254716,147.76,2015
Allopathic & Osteopathic Physicians|Internal Medicine|Rheumatology,29362899.43,246829,118.96,2015
Allopathic & Osteopathic Physicians|Internal Medicine|Sleep Medicine,975838.18,9138,106.79,2015
Allopathic & Osteopathic Physicians|Internal Medicine|Sports Medicine,337636.14,1348,250.47,2015
Allopathic & Osteopathic Physicians|Internal Medicine|Transplant Hepatology,421774.17,878,480.38,2015
Allopathic & Osteopathic Physicians|Legal Medicine,103492.14,481,215.16,2015
Allopathic & Osteopathic Physicians|Medical Genetics|Clinical Biochemical Genetics,136298.72,298,457.38,2015
Allopathic & Osteopathic Physicians|Medical Genetics|Clinical Cytogenetic,9998.89,18,555.49,2015
Allopathic & Osteopathic Physicians|Medical Genetics|Clinical Genetics (M.D.),1231121.81,2200,559.6,2015
Allopathic & Osteopathic Physicians|Medical Genetics|Clinical Molecular Genetics,4005.24,26,154.05,2015
Allopathic & Osteopathic Physicians|Medical Genetics|Molecular Genetic Pathology,36056.16,54,667.71,2015
Allopathic & Osteopathic Physicians|Medical Genetics|Ph.D. Medical Genetics,17.27,1,17.27,2015
Allopathic & Osteopathic Physicians|Neurological Surgery,100183397.08,85910,1166.14,2015
Allopathic & Osteopathic Physicians|Neuromusculoskeletal Medicine & OMM,886868.97,7245,122.41,2015
"Allopathic & Osteopathic Physicians|Neuromusculoskeletal Medicine, Sports Medicine",1308651.35,3503,373.58,2015
Allopathic & Osteopathic Physicians|Nuclear Medicine,737373.91,1620,455.17,2015
Allopathic & Osteopathic Physicians|Nuclear Medicine|In Vivo & In Vitro Nuclear Medicine,3506.9,7,500.99,2015
